Código do município,Nome do município,Total da população 2000,Total de homens,Total de mulheres,Total da população urbana,Total da população rural,Total da população 2010
2202133,Campo Grande do Piauí,4.882,2.840,2.752,1.569,4.023,5.592
2202174,Campo Largo do Piauí,5.743,3.466,3.337,1.430,5.373,6.803
2202208,Campo Maior,43.126,21.781,23.399,33.524,11.656,45.180
2202251,Canavieira,4.114,2.028,1.894,1.741,2.181,3.922
2202307,Canto do Buriti,18.371,9.960,10.075,11.140,8.895,20.035
2202406,Capitão de Campos,10.036,5.440,5.516,6.347,4.609,10.956
2202455,Capitão Gervásio Oliveira,3.433,1.997,1.879,1.162,2.714,3.876
2202505,Caracol,8.040,5.203,5.009,4.028,6.184,10.212
2202539,Caraúbas do Piauí,4.809,2.837,2.685,967,4.555,5.522
2202554,Caridade do Piauí,4.062,2.501,2.324,1.579,3.246,4.825
2202604,Castelo do Piauí,18.339,8.984,9.354,11.479,6.859,18.338
2202653,Caxingó,4.147,2.656,2.383,966,4.073,5.039
2202703,Cocal,24.150,13.178,12.866,12.021,14.023,26.044
2202711,Cocal de Telha,4.248,2.209,2.316,2.667,1.858,4.525
2202729,Cocal dos Alves,5.155,2.797,2.775,1.782,3.790,5.572
2202737,Coivaras,3.507,1.970,1.841,1.173,2.638,3.811
2202752,Colônia do Gurguéia,5.012,2.967,3.068,4.851,1.184,6.035
2202778,Colônia do Piauí,7.251,3.701,3.732,2.644,4.789,7.433
2202802,Conceição do Canindé,4.926,2.251,2.233,2.365,2.119,4.484
2202851,Coronel José Dias,4.415,2.379,2.162,1.491,3.050,4.541
2202901,Corrente,23.226,12.843,12.565,15.693,9.715,25.408
2203008,Cristalândia do Piauí,6.493,4.087,3.744,2.945,4.886,7.831
2203107,Cristino Castro,9.269,5.041,4.940,7.261,2.720,9.981
2203206,Curimatá,9.518,5.457,5.308,7.084,3.681,10.765
2203230,Currais,4.232,2.473,2.231,924,3.780,4.704
2203271,Curral Novo do Piauí,4.220,2.534,2.336,1.372,3.498,4.870
2203255,Curralinhos,3.641,2.144,2.038,1.331,2.851,4.182
2203305,Demerval Lobão,12.489,6.472,6.802,10.873,2.401,13.274
2203354,Dirceu Arcoverde,6.066,3.406,3.271,2.371,4.306,6.677
2203404,Dom Expedito Lopes,5.954,3.229,3.358,3.594,2.993,6.587
2203453,Dom Inocêncio,8.909,4.732,4.514,2.018,7.228,9.246
2203420,Domingos Mourão,4.284,2.157,2.107,958,3.306,4.264
2203503,Elesbão Veloso,15.002,7.141,7.358,10.119,4.380,14.499
