Código do município,Nome do município,Total da população 2000,Total de homens,Total de mulheres,Total da população urbana,Total da população rural,Total da população 2010
4206900,Ibirama,15.802,8.672,8.670,14.825,2.517,17.342
4207007,Içara,48.634,29.316,29.543,53.939,4.920,58.859
4207106,Ilhota,10.574,6.225,6.131,7.899,4.457,12.356
4207205,Imaruí,13.404,5.855,5.817,4.003,7.669,11.672
4207304,Imbituba,35.700,19.799,20.401,40.200,0,40.200
4207403,Imbuia,5.246,2.891,2.818,2.517,3.192,5.709
4207502,Indaial,40.194,27.382,27.412,52.871,1.923,54.794
4207577,Iomerê,2.553,1.394,1.349,911,1.832,2.743
4207601,Ipira,4.979,2.366,2.386,2.521,2.231,4.752
4207650,Iporã do Oeste,7.877,4.263,4.150,4.126,4.287,8.413
4207684,Ipuaçu,6.122,3.475,3.327,1.381,5.421,6.802
4207700,Ipumirim,6.907,3.665,3.555,3.148,4.072,7.220
4207759,Iraceminha,4.592,2.172,2.081,1.468,2.785,4.253
4207809,Irani,8.602,4.862,4.672,6.522,3.012,9.534
4207858,Irati,2.202,1.072,1.024,449,1.647,2.096
4207908,Irineópolis,9.734,5.347,5.103,3.521,6.929,10.450
4208005,Itá,6.764,3.218,3.209,4.058,2.369,6.427
4208104,Itaiópolis,19.086,10.422,9.893,10.742,9.573,20.315
4208203,Itajaí,147.494,90.141,93.247,173.465,9.923,183.388
4208302,Itapema,25.869,22.387,23.427,44.676,1.138,45.814
4208401,Itapiranga,13.998,7.868,7.562,7.635,7.795,15.430
4208450,Itapoá,8.839,7.454,7.321,14.182,593,14.775
4208500,Ituporanga,19.492,11.096,11.159,14.834,7.421,22.255
4208609,Jaborá,4.194,2.013,2.028,1.605,2.436,4.041
4208708,Jacinto Machado,10.923,5.262,5.346,5.132,5.476,10.608
4208807,Jaguaruna,14.613,8.624,8.667,13.199,4.092,17.291
4208906,Jaraguá do Sul,108.489,71.864,71.342,132.918,10.288,143.206
4208955,Jardinópolis,1.994,900,866,799,967,1.766
4209003,Joaçaba,24.066,13.008,13.997,24.918,2.087,27.005
4209102,Joinville,429.604,255.763,259.487,497.788,17.462,515.250
4209151,José Boiteux,4.594,2.391,2.329,1.610,3.110,4.720
4209177,Jupiá,2.220,1.094,1.054,1.044,1.104,2.148
4209201,Lacerdópolis,2.173,1.099,1.098,1.158,1.039,2.197
4209300,Lages,157.682,75.952,80.785,153.944,2.793,156.737
4209409,Laguna,47.568,25.308,26.246,40.659,10.895,51.554
4209458,Lajeado Grande,1.572,756,734,648,842,1.490
4209508,Laurentino,5.062,3.002,3.003,4.375,1.630,6.005
4209607,Lauro Muller,13.604,7.185,7.181,11.105,3.261,14.366
4209706,Lebon Régis,11.682,6.092,5.770,7.522,4.340,11.862
4209805,Leoberto Leal,3.739,1.754,1.611,820,2.545,3.365
4209854,Lindóia do Sul,4.877,2.394,2.248,1.930,2.712,4.642
4209904,Lontras,8.381,5.128,5.120,7.018,3.230,10.248
4210001,Luiz Alves,7.974,5.390,5.059,3.256,7.193,10.449
4210035,Luzerna,5.572,2.738,2.861,4.258,1.341,5.599
4210050,Macieira,1.900,948,878,501,1.325,1.826
4210100,Mafra,49.940,26.262,26.658,41.336,11.584,52.920
4210209,Major Gercino,3.143,1.672,1.607,1.249,2.030,3.279
4210308,Major Vieira,6.906,3.799,3.680,2.961,4.518,7.479
4210407,Maracajá,5.541,3.248,3.161,4.260,2.149,6.409
4210506,Maravilha,18.521,10.910,11.194,18.090,4.014,22.104
4210555,Marema,2.651,1.135,1.068,760,1.443,2.203
4210605,Massaranduba,12.562,7.443,7.225,7.607,7.061,14.668
4210704,Matos Costa,3.204,1.473,1.365,1.462,1.376,2.838
4210803,Meleiro,7.080,3.458,3.544,3.651,3.351,7.002
4210852,Mirim Doce,2.753,1.273,1.240,1.202,1.311,2.513
4210902,Modelo,3.930,2.070,1.977,2.694,1.353,4.047
4211009,Mondaí,8.728,5.424,4.807,6.305,3.926,10.231
4211058,Monte Carlo,8.579,4.740,4.572,8.076,1.236,9.312
4211108,Monte Castelo,8.350,4.281,4.067,4.850,3.498,8.348
4211207,Morro da Fumaça,14.551,8.078,8.048,13.863,2.263,16.126
4211256,Morro Grande,2.917,1.513,1.377,756,2.134,2.890
4211306,Navegantes,39.317,30.166,30.422,57.435,3.153,60.588
