Código do município,Nome do município,Total da população 2000,Total de homens,Total de mulheres,Total da população urbana,Total da população rural,Total da população 2010
4307104,Herval,8.487,3.487,3.270,4.523,2.234,6.757
4309571,Herveiras,2.957,1.543,1.411,384,2.570,2.954
4309605,Horizontina,17.699,8.947,9.403,14.571,3.779,18.350
4309654,Hulha Negra,5.359,3.129,2.919,2.914,3.134,6.048
4309704,Humaitá,5.228,2.387,2.532,2.911,2.008,4.919
4309753,Ibarama,4.454,2.230,2.141,1.053,3.318,4.371
4309803,Ibiaçá,5.233,2.290,2.420,2.849,1.861,4.710
4309902,Ibiraiaras,7.163,3.589,3.586,3.815,3.360,7.175
4309951,Ibirapuitã,5.170,2.061,2.000,2.391,1.670,4.061
4310009,Ibirubá,18.633,9.472,9.840,15.344,3.968,19.312
4310108,Igrejinha,26.767,15.461,16.202,30.193,1.470,31.663
4310207,Ijuí,78.461,38.116,40.804,71.555,7.365,78.920
4310306,Ilópolis,4.255,2.055,2.043,2.203,1.895,4.098
4310330,Imbé,12.242,8.662,9.005,17.658,9,17.667
4310363,Imigrante,3.850,1.496,1.529,1.501,1.524,3.025
4310405,Independência,7.308,3.293,3.325,4.157,2.461,6.618
4310413,Inhacorá,2.378,1.148,1.119,1.346,921,2.267
4310439,Ipê,5.456,3.082,2.935,2.914,3.103,6.017
4310462,Ipiranga do Sul,2.057,972,972,679,1.265,1.944
4310504,Iraí,9.250,4.075,4.003,4.457,3.621,8.078
4310538,Itaara,4.578,2.543,2.468,3.968,1.043,5.011
4310553,Itacurubi,3.503,1.778,1.663,1.184,2.257,3.441
4310579,Itapuca,2.691,1.229,1.108,551,1.786,2.337
4310603,Itaqui,39.770,19.035,19.131,33.318,4.848,38.166
4310652,Itati,0,1.343,1.246,212,2.377,2.589
4310702,Itatiba do Sul,5.252,2.178,1.993,1.729,2.442,4.171
4310751,Ivorá,2.495,1.097,1.059,705,1.451,2.156
4310801,Ivoti,15.318,9.800,10.077,18.065,1.812,19.877
4310850,Jaboticaba,4.536,2.087,2.024,1.487,2.624,4.111
4310876,Jacuizinho,0,1.282,1.225,562,1.945,2.507
4310900,Jacutinga,4.248,1.780,1.850,2.570,1.060,3.630
4311007,Jaguarão,30.093,13.600,14.342,26.101,1.841,27.942
4311106,Jaguari,12.488,5.737,5.741,6.531,4.947,11.478
4311122,Jaquirana,4.814,2.141,2.036,2.430,1.747,4.177
4311130,Jari,3.751,1.884,1.691,613,2.962,3.575
4311155,Jóia,8.284,4.305,4.024,2.089,6.240,8.329
4311205,Júlio de Castilhos,20.416,9.626,9.953,16.106,3.473,19.579
4311239,Lagoa Bonita do Sul,0,1.403,1.259,384,2.278,2.662
4311270,Lagoa dos Três Cantos,1.627,776,822,807,791,1.598
4311304,Lagoa Vermelha,29.833,13.569,13.960,24.140,3.389,27.529
4311254,Lagoão,6.098,3.194,2.991,1.655,4.530,6.185
4311403,Lajeado,64.133,34.750,36.731,71.216,265,71.481
4311429,Lajeado do Bugre,2.463,1.253,1.234,706,1.781,2.487
4311502,Lavras do Sul,8.109,3.770,3.899,4.748,2.921,7.669
4311601,Liberato Salzano,6.574,2.948,2.832,1.297,4.483,5.780
4311627,Lindolfo Collor,4.414,2.680,2.549,4.289,940,5.229
4311643,Linha Nova,1.564,807,817,416,1.208,1.624
4311718,Maçambará,5.035,2.419,2.323,1.312,3.430,4.742
4311700,Machadinho,5.728,2.762,2.753,3.385,2.130,5.515
4311734,Mampituba,3.106,1.551,1.446,568,2.429,2.997
4311759,Manoel Viana,6.995,3.558,3.516,5.364,1.710,7.074
4311775,Maquiné,7.304,3.525,3.383,2.067,4.841,6.908
4311791,Maratá,2.513,1.272,1.255,753,1.774,2.527
4311809,Marau,28.361,18.034,18.349,31.577,4.806,36.383
4311908,Marcelino Ramos,6.108,2.555,2.579,2.722,2.412,5.134
4311981,Mariana Pimentel,3.733,1.970,1.798,638,3.130,3.768
4312005,Mariano Moro,2.474,1.133,1.077,1.153,1.057,2.210
4312054,Marques de Souza,4.241,2.039,2.029,1.545,2.523,4.068
4312104,Mata,5.575,2.575,2.536,2.618,2.493,5.111
4312138,Mato Castelhano,2.454,1.292,1.178,521,1.949,2.470
4312153,Mato Leitão,3.210,1.940,1.929,1.621,2.248,3.869
4312179,Mato Queimado,0,902,897,479,1.320,1.799
4312203,Maximiliano de Almeida,5.651,2.464,2.443,2.969,1.938,4.907
4312252,Minas do Leão,7.321,3.778,3.853,7.340,291,7.631
4312302,Miraguaí,5.034,2.413,2.442,2.069,2.786,4.855
4312351,Montauri,1.684,794,748,644,898,1.542
4312377,Monte Alegre dos Campos,3.040,1.657,1.441,645,2.453,3.098
4312385,Monte Belo do Sul,2.880,1.345,1.325,770,1.900,2.670
4312401,Montenegro,54.692,29.248,30.188,53.645,5.791,59.436
4312427,Mormaço,2.435,1.395,1.354,600,2.149,2.749
4312443,Morrinhos do Sul,3.533,1.617,1.568,1.300,1.885,3.185
4312450,Morro Redondo,5.998,3.137,3.094,2.648,3.583,6.231
4312476,Morro Reuter,4.984,2.851,2.829,4.845,835,5.680
4312500,Mostardas,11.658,6.189,5.941,8.149,3.981,12.130
4312609,Muçum,4.728,2.300,2.491,4.044,747,4.791
4312617,Muitos Capões,2.867,1.534,1.443,964,2.013,2.977
4312625,Muliterno,1.768,923,890,508,1.305,1.813
4312658,Não-Me-Toque,14.413,7.857,8.081,13.966,1.972,15.938
4312674,Nicolau Vergueiro,1.812,862,859,636,1.085,1.721
4312708,Nonoai,12.822,5.932,6.144,9.067,3.009,12.076
4312757,Nova Alvorada,2.757,1.595,1.582,1.332,1.845,3.177
4312807,Nova Araçá,3.236,1.958,2.045,2.882,1.121,4.003
4312906,Nova Bassano,7.836,4.480,4.360,5.514,3.326,8.840
4312955,Nova Boa Vista,2.222,981,979,578,1.382,1.960
4313003,Nova Bréscia,4.564,1.629,1.555,1.511,1.673,3.184
4313011,Nova Candelária,2.883,1.405,1.346,709,2.042,2.751
4313037,Nova Esperança do Sul,4.010,2.306,2.365,3.599,1.072,4.671
4313060,Nova Hartz,15.071,9.072,9.274,15.269,3.077,18.346
4313086,Nova Pádua,2.396,1.256,1.189,732,1.713,2.445
4313102,Nova Palma,6.312,3.219,3.126,3.083,3.262,6.345
4313201,Nova Petrópolis,16.891,9.375,9.683,14.146,4.912,19.058
4313300,Nova Prata,18.344,11.303,11.527,18.659,4.171,22.830
4313334,Nova Ramada,2.723,1.246,1.191,670,1.767,2.437
4313359,Nova Roma do Sul,3.032,1.711,1.636,1.589,1.758,3.347
4313375,Nova Santa Rita,15.750,11.440,11.266,19.465,3.241,22.706
4313490,Novo Barreiro,3.867,2.032,1.946,1.306,2.672,3.978
4313391,Novo Cabrais,3.565,1.946,1.909,545,3.310,3.855
4313409,Novo Hamburgo,236.193,115.810,123.241,234.909,4.142,239.051
4313425,Novo Machado,4.718,1.949,1.978,1.553,2.374,3.927
4313441,Novo Tiradentes,2.412,1.191,1.086,654,1.623,2.277
4313466,Novo Xingu,0,861,896,559,1.198,1.757
4313508,Osório,36.131,20.186,20.755,37.951,2.990,40.941
4313607,Paim Filho,4.831,2.111,2.132,2.253,1.990,4.243
4313656,Palmares do Sul,10.854,5.462,5.509,9.805,1.166,10.971
4313706,Palmeira das Missões,38.192,16.643,17.692,29.836,4.499,34.335
4313805,Palmitinho,6.943,3.494,3.426,3.393,3.527,6.920
4313904,Panambi,32.610,19.018,19.050,34.572,3.496,38.068
4313953,Pantano Grande,10.979,4.909,4.986,8.314,1.581,9.895
4314001,Paraí,6.020,3.451,3.361,3.816,2.996,6.812
4314027,Paraíso do Sul,7.212,3.694,3.642,2.852,4.484,7.336
4314035,Pareci Novo,3.242,1.784,1.727,981,2.530,3.511
4314050,Parobé,44.776,25.438,26.043,48.612,2.869,51.481
4314068,Passa Sete,4.644,2.681,2.478,555,4.604,5.159
4314076,Passo do Sobrado,5.566,2.996,3.015,1.429,4.582,6.011
4314100,Passo Fundo,168.458,88.076,96.793,180.159,4.710,184.869
4314134,Paulo Bento,0,1.126,1.070,594,1.602,2.196
4314159,Paverama,7.744,4.052,3.995,4.101,3.946,8.047
4314175,Pedras Altas,0,1.163,1.055,772,1.446,2.218
4314209,Pedro Osório,8.107,3.834,3.983,7.309,508,7.817
4314308,Pejuçara,4.189,2.008,1.965,2.672,1.301,3.973
4314407,Pelotas,323.158,153.898,173.880,305.696,22.082,327.778
4314423,Picada Café,4.673,2.594,2.588,4.559,623,5.182
4314456,Pinhal,2.503,1.274,1.241,1.290,1.225,2.515
4314464,Pinhal da Serra,0,1.109,1.021,478,1.652,2.130
4314472,Pinhal Grande,4.725,2.314,2.157,1.895,2.576,4.471
4314498,Pinheirinho do Vale,4.184,2.280,2.223,915,3.588,4.503
